image_url,Labels,Red,Green,Blue,TOP Pixel_prop,TOP Red,TOP Green,TOP Blue
https://s3-media1.fl.yelpcdn.com/bphoto/SKAdDh-m8ryWJtivu_hdMQ/o.jpg,"[u'table', u'drink', u'lighting', u'shape', u'material', u'drum']",35.6374040320594,30.2374670840874,26.4855640232638,0.29133823514,66.0,60.0,58.0
https://s3-media2.fl.yelpcdn.com/bphoto/DLmidvUBiGi5TfktTK25Jw/o.jpg,"[u'dish', u'food', u'meal', u'dinner', u'restaurant', u'cuisine', u'produce', u'sense', u'flower', u'lunch']",58.731070078878204,42.5260667130156,24.0795881971628,0.203647211194,146.0,114.0,68.0
https://s3-media4.fl.yelpcdn.com/bphoto/weedogT3GCipmiiLua7UTw/o.jpg,"[u'dish', u'food', u'meal', u'produce', u'cuisine', u'vegetable', u'meat']",102.410143375536,97.76659369481999,89.25988206279598,0.305369138718,200.0,190.0,168.0
https://s3-media1.fl.yelpcdn.com/bphoto/yzyTg5QidNVxlEqH1BXOXg/o.jpg,"[u'modern art', u'art gallery', u'exhibition', u'picture frame', u'wall', u'art', u'painting', u'art exhibition', u'sculpture', u'tourist attraction']",72.372364476315,64.68252737819401,57.897891581051994,0.276126563549,225.0,204.0,180.0
https://s3-media2.fl.yelpcdn.com/bphoto/tbGiSuVoblLS9SVhqky_4A/o.jpg,"[u'transport', u'road', u'city', u'town', u'urban area', u'neighbourhood', u'human settlement', u'downtown', u'street', u'pedestrian']",25.271032482388,24.552252531054002,25.396571815016,0.262404114008,83.0,81.0,82.0
https://s3-media1.fl.yelpcdn.com/bphoto/L69q8DUsyKHxziZDONNQAA/o.jpg,[],42.950309440419005,42.902448281572,44.650872155947006,0.164463430643,152.0,153.0,159.0
https://s3-media3.fl.yelpcdn.com/bphoto/3E9t17OMWrXHH44gBi1q9w/o.jpg,"[u'dish', u'food', u'meal', u'hors d oeuvre', u'cuisine', u'meat', u'lunch', u'fish', u'asian food', u'prosciutto']",38.741002812046275,26.76275838352192,19.12157102953238,0.0601324252784,215.0,191.0,163.0
https://s3-media1.fl.yelpcdn.com/bphoto/i0A97tzY-8ZO2IDqZSiGEg/o.jpg,"[u'meal', u'bar', u'restaurant', u'dinner']",31.248620927327,19.7136260122016,9.8365289568876,0.205596834421,21.0,11.0,4.0
https://s3-media1.fl.yelpcdn.com/bphoto/M--7O97CXPNkHWYM7UjCuA/o.jpg,"[u'bar', u'restaurant', u'tavern', u'meal', u'caf\xe9']",9.900830447684,4.950415223842,3.150264233354,0.450037747622,22.0,11.0,7.0
https://s3-media1.fl.yelpcdn.com/bphoto/cxKK1HXPc9YXtHK8krXNTw/o.jpg,"[u'design', u'interior design']",27.311750635509902,18.255418755118498,14.8128507882396,0.202222466469,24.0,14.0,12.0
https://s3-media2.fl.yelpcdn.com/bphoto/mCxSZPtxsRyEGt6xR1r3cw/o.jpg,"[u'food', u'drink', u'alcoholic beverage', u'cocktail', u'produce', u'dessert', u'flavor']",40.041387693021605,30.281719899733403,27.115612464953895,0.0949984043837,189.0,150.0,132.0
https://s3-media2.fl.yelpcdn.com/bphoto/jTSn3H0U51u1j5ROwSsMQQ/o.jpg,[],20.5891060605482,16.1574185863002,11.720937244586,0.215364336967,58.0,46.0,31.0
https://s3-media3.fl.yelpcdn.com/bphoto/QlCE0w4KCy5zbDVcy8GteA/o.jpg,"[u'food', u'dish', u'dessert', u'cuisine', u'produce', u'meal', u'quiche', u'breakfast', u'baked goods']",43.37829716551342,39.44972562977175,38.010667621865224,0.194750726223,162.0,152.0,157.0
https://s3-media2.fl.yelpcdn.com/bphoto/77p-4o2J9FW_bOxw_TlJFw/o.jpg,"[u'coffee', u'drink', u'meal', u'morning', u'espresso', u'flavor']",36.195037479515,25.6961561078229,17.1213476555446,0.0639956593513,123.0,73.0,33.0
https://s3-media2.fl.yelpcdn.com/bphoto/cJN2U4vVvsIH-p0QkKnKWg/o.jpg,"[u'flower', u'restaurant']",35.759468644829,30.3617522343762,26.518082424978,0.235652133822,28.0,20.0,18.0
https://s3-media1.fl.yelpcdn.com/bphoto/ICCdbjh1f0uoJV3RxKurwQ/o.jpg,"[u'black', u'white', u'black and white', u'photograph', u'image', u'photography', u'monochrome', u'monochrome photography', u'darkness', u'shape']",17.588774070122,17.588774070122,17.588774070122,0.393871605396,23.0,23.0,23.0
https://s3-media1.fl.yelpcdn.com/bphoto/u6TdCktKTJpVXtuaYmzQsA/o.jpg,"[u'food', u'dessert', u'produce', u'chocolate brownie', u'dish', u'coconut', u'snack food', u'cheesecake', u'baked goods', u'baking']",73.7952414695949,62.7083527334706,51.90028711600212,0.158856660128,220.0,194.0,163.0
https://s3-media4.fl.yelpcdn.com/bphoto/BDtwPvVZrQ5anQz6T7y43w/o.jpg,[],57.9923309906577,54.2782849519716,49.3708863704692,0.159236177802,31.0,21.0,17.0
https://s3-media1.fl.yelpcdn.com/bphoto/T98LwpBpDP-R5uNCCkHenw/o.jpg,"[u'red', u'restaurant', u'sign', u'drink', u'signage', u'shape', u'liqueur']",45.005333103251495,29.782897856096696,16.939537402250302,0.109419941902,87.0,44.0,21.0
https://s3-media2.fl.yelpcdn.com/bphoto/xIgeFOcYka04Cr22p-Lp-A/o.jpg,"[u'seminar', u'lecture', u'meeting', u'academic conference']",66.6933732106844,64.611937433438,60.894475765484394,0.22099712491,161.0,158.0,152.0
https://s3-media2.fl.yelpcdn.com/bphoto/j-2PtA_KrFjwAtLZmNYwJg/o.jpg,"[u'food', u'dish', u'meal', u'fish', u'meat', u'produce', u'breakfast', u'cuisine', u'lunch']",46.600431807327205,44.588207446027,37.8146576285261,0.13560642302,21.0,21.0,15.0
https://s3-media2.fl.yelpcdn.com/bphoto/58_OSa8m_u3mV7KajVyYgA/o.jpg,"[u'room', u'restaurant', u'meal', u'interior design', u'bar', u'estate']",18.401845924553,16.269295573231403,14.138782568273601,0.392497599125,16.0,13.0,13.0
https://s3-media3.fl.yelpcdn.com/bphoto/0_lCaJZb5eYPJFYsmytl8Q/o.jpg,"[u'dish', u'food', u'cuisine', u'fish', u'seafood', u'asian food', u'meal', u'grilling', u'meat', u'restaurant']",12.209911297532889,8.89309684931558,5.28619366930223,0.0139022050425,243.0,183.0,131.0
https://s3-media1.fl.yelpcdn.com/bphoto/Rds1W5DFqyRmjg9gJVfFeg/o.jpg,"[u'road', u'street', u'festival']",11.204362136785331,10.862550056313417,11.306576902286064,0.0436912737787,193.0,192.0,191.0
https://s3-media3.fl.yelpcdn.com/bphoto/wS0HBU2VJ50Cmvd-ADRhEA/o.jpg,"[u'dish', u'food', u'meal', u'breakfast', u'cuisine', u'fish', u'produce', u'brunch', u'asian food']",64.9814231842977,61.3927850276456,55.41705439987069,0.252525240183,190.0,189.0,188.0
https://s3-media3.fl.yelpcdn.com/bphoto/CBJ4WV6IapHANrfgkq9vGQ/o.jpg,"[u'drink', u'beer', u'liqueur', u'sense', u'distilled beverage', u'flavor']",62.508575566257,59.94922361537,58.184461891789,0.12717781961,162.0,156.0,152.0
https://s3-media4.fl.yelpcdn.com/bphoto/DbxYRwIuSmVy3vkEnPJ3IQ/o.jpg,"[u'restaurant', u'meal']",9.2509585619,5.088027209045,5.088027209045,0.462547928095,20.0,11.0,11.0
https://s3-media3.fl.yelpcdn.com/bphoto/Mu7tMY94tlB-DuEmHPlLTA/o.jpg,"[u'musical instrument', u'organ', u'ceiling', u'technology', u'keyboard']",99.93292368957499,93.62680137166001,92.323876246895,0.37625849247,163.0,150.0,146.0
https://s3-media2.fl.yelpcdn.com/bphoto/3tWXCqLo9SboWUCI7DQcyw/o.jpg,"[u'boutique', u'retail']",15.215404376399,11.59603714944,12.532917946588,0.340284436941,24.0,16.0,18.0
https://s3-media2.fl.yelpcdn.com/bphoto/YRM7CW_0Yboqpd-Jouz96w/o.jpg,"[u'dish', u'food', u'cuisine', u'fish', u'produce', u'fish', u'vegetable']",32.19375217517896,30.50679145472287,23.293304683627298,0.0531319901347,243.0,229.0,202.0
https://s3-media4.fl.yelpcdn.com/bphoto/TXqPK2cSrNI47RQ4R9nkQw/o.jpg,"[u'food', u'dish', u'cuisine', u'meal', u'asian food', u'produce', u'hors d oeuvre', u'seafood', u'restaurant', u'invertebrate']",13.92947009208415,11.88854251897193,8.89040019457644,0.109539791942,9.0,11.0,8.0
